HD953,2022-7-10,19,2020-3-4,1000000,NV100026,DT10052
HD954,2022-10-27,16,2019-2-15,1000000,NV100027,DT10053
HD955,2022-8-5,11,2021-2-17,1000000,NV100027,DT10054
HD956,2022-12-17,13,2019-3-19,1000000,NV100028,DT10055
HD957,2022-12-29,17,2019-6-27,1000000,NV100028,DT10056
HD958,2022-10-24,11,2021-3-16,1000000,NV100029,DT10057
HD959,2022-7-23,13,2019-1-4,1000000,NV100029,DT10058
HD960,2022-12-25,18,2022-5-27,1000000,NV100030,DT10059
HD961,2022-11-29,20,2022-4-28,1000000,NV100030,DT10060
HD962,2022-11-19,15,2020-6-1,1000000,NV100031,DT10061
HD963,2022-9-10,15,2020-2-13,1000000,NV100031,DT10062
HD964,2022-9-29,10,2022-5-5,1000000,NV100032,DT10063
HD965,2022-9-1,13,2021-6-9,1000000,NV100032,DT10064
HD966,2022-10-10,12,2020-3-7,1000000,NV100033,DT10065
HD967,2022-8-11,13,2019-6-24,1000000,NV100033,DT10066
HD968,2022-7-30,15,2020-5-15,1000000,NV100034,DT10067
HD969,2022-8-9,15,2021-4-11,1000000,NV100034,DT10068
HD970,2022-9-7,12,2019-6-19,1000000,NV100035,DT10069
HD971,2022-10-8,10,2019-3-17,1000000,NV100035,DT10070
HD972,2022-10-10,13,2019-2-23,1000000,NV100036,DT10071
HD973,2022-9-9,10,2021-6-24,1000000,NV100036,DT10072
HD974,2022-8-22,14,2019-6-8,1000000,NV100037,DT10073
HD975,2022-12-17,20,2020-6-13,1000000,NV100037,DT10074
HD976,2022-8-28,11,2020-2-28,1000000,NV100038,DT10075
HD977,2022-9-30,12,2020-3-11,1000000,NV100038,DT10076
HD978,2022-11-15,17,2022-5-11,1000000,NV100039,DT10077
HD979,2022-9-9,10,2019-3-18,1000000,NV100039,DT10078
HD980,2022-7-5,17,2022-2-7,1000000,NV100040,DT10079
HD981,2022-12-14,15,2022-3-12,1000000,NV100040,DT10080
HD982,2022-10-18,15,2021-4-11,1000000,NV100041,DT10081
HD983,2022-11-16,15,2022-3-22,1000000,NV100041,DT10082
HD984,2022-11-20,19,2019-6-26,1000000,NV100042,DT10083
HD985,2022-12-17,15,2020-5-19,1000000,NV100042,DT10084
HD986,2022-7-24,15,2019-5-18,1000000,NV100043,DT10085
HD987,2022-10-23,10,2019-6-12,1000000,NV100043,DT10086
HD988,2022-11-16,10,2019-4-8,1000000,NV100044,DT10087
HD989,2022-7-26,13,2022-6-19,1000000,NV100044,DT10088
HD990,2022-7-23,16,2021-1-26,1000000,NV100045,DT10089
HD991,2022-7-21,16,2022-6-17,1000000,NV100045,DT10090
HD992,2022-8-12,16,2021-3-1,1000000,NV100046,DT10091
HD993,2022-10-14,11,2020-2-14,1000000,NV100046,DT10092
HD994,2022-9-8,15,2022-6-5,1000000,NV100047,DT10093
HD995,2022-8-19,18,2020-4-11,1000000,NV100047,DT10094
HD996,2022-8-6,13,2020-5-26,1000000,NV100048,DT10095
HD997,2022-10-29,10,2020-3-10,1000000,NV100048,DT10096
HD998,2022-8-11,15,2020-3-13,1000000,NV100049,DT10097
HD999,2022-9-15,10,2022-1-26,1000000,NV100049,DT10098
HD9100,2022-12-26,19,2021-6-7,1000000,NV100050,DT10099
HD9101,2022-11-29,20,2022-1-16,1000000,NV100050,DT10100
HD9102,2022-11-7,11,2022-1-16,1000000,NV100051,DT10101
HD9103,2022-7-25,18,2021-2-13,1000000,NV100051,DT10102
HD9104,2022-12-1,16,2019-6-27,1000000,NV100052,DT10103
HD9105,2022-9-16,17,2021-1-1,1000000,NV100052,DT10104
HD9106,2022-9-13,17,2021-4-24,1000000,NV100053,DT10105
HD9107,2022-10-3,14,2022-3-6,1000000,NV100053,DT10106
HD9108,2022-11-23,10,2019-4-1,1000000,NV100054,DT10107
HD9109,2022-9-22,20,2019-5-7,1000000,NV100054,DT10108
HD9110,2022-11-28,11,2020-2-4,1000000,NV100055,DT10109
HD9111,2022-9-25,15,2021-5-23,1000000,NV100055,DT10110
HD9112,2022-11-19,18,2019-1-8,1000000,NV100056,DT10111
HD9113,2022-10-4,14,2022-4-16,1000000,NV100056,DT10112
HD9114,2022-8-17,10,2021-1-23,1000000,NV100057,DT10113
HD9115,2022-10-23,14,2022-5-12,1000000,NV100057,DT10114
HD9116,2022-12-9,20,2022-5-4,1000000,NV100058,DT10115
HD9117,2022-10-17,10,2021-6-27,1000000,NV100058,DT10116
HD9118,2022-7-10,13,2022-2-13,1000000,NV100059,DT10117
HD9119,2022-10-16,12,2019-4-9,1000000,NV100059,DT10118
HD9120,2022-9-9,19,2020-1-13,1000000,NV100060,DT10119
HD9121,2022-11-28,11,2020-5-15,1000000,NV100060,DT10120
HD9122,2022-10-3,10,2021-4-19,1000000,NV100061,DT10121
HD9123,2022-10-19,20,2019-1-13,1000000,NV100061,DT10122
HD9124,2022-11-5,15,2021-3-23,1000000,NV100062,DT10123
HD9125,2022-12-20,17,2022-1-25,1000000,NV100062,DT10124
HD9126,2022-11-8,14,2020-2-3,1000000,NV100063,DT10125
HD9127,2022-8-7,19,2020-3-23,1000000,NV100063,DT10126
HD9128,2022-9-19,14,2020-3-16,1000000,NV100064,DT10127
HD9129,2022-10-1,15,2019-2-20,1000000,NV100064,DT10128
HD9130,2022-12-27,15,2022-5-28,1000000,NV100065,DT10129
HD9131,2022-7-5,11,2022-2-28,1000000,NV100065,DT10130
HD9132,2022-12-16,11,2021-2-1,1000000,NV100066,DT10131
HD9133,2022-8-11,10,2019-6-11,1000000,NV100066,DT10132
HD9134,2022-12-17,14,2019-6-8,1000000,NV100067,DT10133
HD9135,2022-10-15,19,2021-1-18,1000000,NV100067,DT10134
HD9136,2022-8-14,11,2020-4-27,1000000,NV100068,DT10135
HD9137,2022-7-3,15,2021-6-3,1000000,NV100068,DT10136
HD9138,2022-11-9,14,2022-5-2,1000000,NV100069,DT10137
HD9139,2022-11-15,15,2021-4-12,1000000,NV100069,DT10138
HD9140,2022-9-5,19,2022-1-8,1000000,NV100070,DT10139
HD9141,2022-10-14,10,2019-6-28,1000000,NV100070,DT10140
HD9142,2022-8-22,15,2020-4-9,1000000,NV100071,DT10141
HD9143,2022-10-29,12,2019-4-3,1000000,NV100071,DT10142
HD9144,2022-12-6,12,2019-2-9,1000000,NV100072,DT10143
HD9145,2022-11-3,18,2021-5-15,1000000,NV100072,DT10144
HD9146,2022-11-21,18,2022-4-10,1000000,NV100073,DT10145
HD9147,2022-10-8,17,2019-5-3,1000000,NV100073,DT10146
HD9148,2022-8-6,20,2021-1-14,1000000,NV100074,DT10147
HD9149,2022-9-29,13,2019-1-3,1000000,NV100074,DT10148
HD9150,2022-12-21,12,2020-2-1,1000000,NV100075,DT10149
HD9151,2022-9-19,16,2021-3-17,1000000,NV100075,DT10150
HD9152,2022-8-4,13,2021-3-18,1000000,NV100076,DT10151
HD9153,2022-9-17,14,2019-1-2,1000000,NV100076,DT10152
HD9154,2022-7-10,17,2019-4-5,1000000,NV100077,DT10153
HD9155,2022-7-3,10,2019-2-21,1000000,NV100077,DT10154
HD9156,2022-9-4,12,2021-6-18,1000000,NV100078,DT10155
HD9157,2022-8-2,20,2020-2-19,1000000,NV100078,DT10156
HD9158,2022-12-29,20,2022-1-6,1000000,NV100079,DT10157
HD9159,2022-11-27,13,2020-3-14,1000000,NV100079,DT10158
HD9160,2022-12-21,12,2022-4-21,1000000,NV100080,DT10159
HD9161,2022-8-28,15,2019-3-8,1000000,NV100080,DT10160
HD9162,2022-9-3,16,2021-5-18,1000000,NV100081,DT10161
HD9163,2022-12-4,13,2021-1-14,1000000,NV100081,DT10162
HD9164,2022-8-13,15,2022-4-14,1000000,NV100082,DT10163
HD9165,2022-9-17,19,2020-2-7,1000000,NV100082,DT10164
HD9166,2022-12-28,20,2022-6-28,1000000,NV100083,DT10165
HD9167,2022-10-12,11,2019-5-5,1000000,NV100083,DT10166
HD9168,2022-8-19,12,2022-5-28,1000000,NV100084,DT10167
HD9169,2022-8-12,11,2022-6-18,1000000,NV100084,DT10168
HD9170,2022-8-4,17,2019-6-28,1000000,NV100085,DT10169
HD9171,2022-8-3,18,2020-4-19,1000000,NV100085,DT10170
HD9172,2022-11-10,12,2020-6-17,1000000,NV100086,DT10171
HD9173,2022-11-25,20,2022-6-17,1000000,NV100086,DT10172
HD9174,2022-8-30,19,2019-6-28,1000000,NV100087,DT10173
HD9175,2022-12-15,20,2020-1-28,1000000,NV100087,DT10174
HD9176,2022-11-28,15,2021-1-15,1000000,NV100088,DT10175
HD9177,2022-12-22,13,2021-6-27,1000000,NV100088,DT10176
HD9178,2022-10-12,16,2019-3-5,1000000,NV100089,DT10177
HD9179,2022-7-21,14,2019-5-12,1000000,NV100089,DT10178
HD9180,2022-12-2,20,2020-3-10,1000000,NV100090,DT10179
HD9181,2022-7-18,13,2020-3-26,1000000,NV100090,DT10180
HD9182,2022-12-28,18,2022-6-25,1000000,NV100091,DT10181
HD9183,2022-9-15,16,2020-6-28,1000000,NV100091,DT10182
HD9184,2022-11-27,13,2019-4-27,1000000,NV100092,DT10183
HD9185,2022-12-30,17,2022-4-8,1000000,NV100092,DT10184
HD9186,2022-7-23,17,2019-4-23,1000000,NV100093,DT10185
HD9187,2022-8-22,11,2019-3-8,1000000,NV100093,DT10186
HD9188,2022-7-25,15,2022-5-24,1000000,NV100094,DT10187
HD9189,2022-12-5,19,2020-5-15,1000000,NV100094,DT10188
HD9190,2022-7-21,17,2020-4-11,1000000,NV100095,DT10189
HD9191,2022-7-15,20,2020-2-17,1000000,NV100095,DT10190
HD9192,2022-11-11,15,2022-3-28,1000000,NV100096,DT10191
HD9193,2022-11-19,18,2022-6-1,1000000,NV100096,DT10192
HD9194,2022-12-4,13,2022-5-10,1000000,NV100097,DT10193
HD9195,2022-11-14,18,2022-5-10,1000000,NV100097,DT10194
HD9196,2022-12-20,18,2022-2-22,1000000,NV100098,DT10195
HD9197,2022-12-18,20,2020-2-22,1000000,NV100098,DT10196
HD9198,2022-10-2,20,2019-6-8,1000000,NV100099,DT10197
HD9199,2022-7-20,19,2020-6-13,1000000,NV100099,DT10198
HD9200,2022-11-26,15,2022-3-15,1000000,NV100100,DT10199
HD9201,2022-10-4,17,2021-4-24,1000000,NV100100,DT10200
HD9202,2022-9-26,12,2022-2-18,1000000,NV100101,DT10201
HD9203,2022-7-28,15,2021-1-18,1000000,NV100101,DT10202
HD9204,2022-12-22,12,2020-3-21,1000000,NV100102,DT10203
HD9205,2022-12-9,13,2020-3-8,1000000,NV100102,DT10204
HD9206,2022-10-7,12,2021-6-11,1000000,NV100103,DT10205
HD9207,2022-8-10,18,2019-6-15,1000000,NV100103,DT10206
HD9208,2022-11-19,13,2021-6-22,1000000,NV100104,DT10207
HD9209,2022-7-2,15,2019-5-7,1000000,NV100104,DT10208
HD9210,2022-9-6,14,2019-6-28,1000000,NV100105,DT10209
HD9211,2022-9-16,17,2019-6-13,1000000,NV100105,DT10210
HD9212,2022-12-12,10,2020-5-18,1000000,NV100106,DT10211
HD9213,2022-12-28,16,2019-3-13,1000000,NV100106,DT10212
HD9214,2022-12-27,10,2020-5-8,1000000,NV100107,DT10213
HD9215,2022-10-30,12,2021-1-1,1000000,NV100107,DT10214
HD9216,2022-9-9,12,2019-1-20,1000000,NV100108,DT10215
HD9217,2022-11-28,10,2021-5-22,1000000,NV100108,DT10216
HD9218,2022-10-4,14,2021-1-13,1000000,NV100109,DT10217
HD9219,2022-9-30,15,2020-4-22,1000000,NV100109,DT10218
HD9220,2022-12-18,18,2020-6-17,1000000,NV100110,DT10219
HD9221,2022-10-22,14,2022-1-23,1000000,NV100110,DT10220
HD9222,2022-9-25,19,2021-6-22,1000000,NV100111,DT10221
HD9223,2022-12-30,11,2020-5-26,1000000,NV100111,DT10222
HD9224,2022-7-25,17,2021-6-10,1000000,NV100112,DT10223
HD9225,2022-9-16,10,2022-1-9,1000000,NV100112,DT10224
HD9226,2022-8-3,15,2019-3-3,1000000,NV100113,DT10225
HD9227,2022-12-8,19,2021-6-23,1000000,NV100113,DT10226
HD9228,2022-9-29,17,2022-6-25,1000000,NV100114,DT10227
HD9229,2022-12-11,13,2019-5-4,1000000,NV100114,DT10228
HD9230,2022-11-29,18,2020-1-17,1000000,NV100115,DT10229
HD9231,2022-11-5,12,2020-2-10,1000000,NV100115,DT10230
HD9232,2022-11-22,17,2022-1-13,1000000,NV100116,DT10231
HD9233,2022-7-18,15,2022-3-14,1000000,NV100116,DT10232
HD9234,2022-8-20,17,2022-3-21,1000000,NV100117,DT10233
HD9235,2022-12-9,20,2021-6-23,1000000,NV100117,DT10234
HD9236,2022-11-11,11,2019-6-8,1000000,NV100118,DT10235
HD9237,2022-7-22,17,2020-3-15,1000000,NV100118,DT10236
HD9238,2022-8-1,20,2020-4-21,1000000,NV100119,DT10237
HD9239,2022-7-29,13,2022-6-21,1000000,NV100119,DT10238
HD9240,2022-11-7,12,2022-5-3,1000000,NV100120,DT10239
HD9241,2022-10-13,17,2019-5-16,1000000,NV100120,DT10240
HD9242,2022-7-12,12,2020-6-19,1000000,NV100121,DT10241
HD9243,2022-10-23,13,2022-5-25,1000000,NV100121,DT10242
HD9244,2022-11-7,16,2020-5-20,1000000,NV100122,DT10243
HD9245,2022-9-10,10,2021-4-3,1000000,NV100122,DT10244
HD9246,2022-8-3,18,2021-5-2,1000000,NV100123,DT10245
HD9247,2022-12-7,19,2021-5-21,1000000,NV100123,DT10246
HD9248,2022-11-14,16,2021-6-12,1000000,NV100124,DT10247
HD9249,2022-12-21,14,2022-1-2,1000000,NV100124,DT10248
HD9250,2022-7-10,10,2020-3-1,1000000,NV100125,DT10249
HD9251,2022-7-21,14,2021-1-20,1000000,NV100125,DT10250
HD9252,2022-8-27,13,2020-5-14,1000000,NV100126,DT10251
HD9253,2022-11-27,19,2020-4-8,1000000,NV100126,DT10252
HD9254,2022-9-14,12,2022-1-20,1000000,NV100127,DT10253
HD9255,2022-12-29,14,2022-3-24,1000000,NV100127,DT10254
HD9256,2022-7-26,16,2020-1-24,1000000,NV100128,DT10255
HD9257,2022-10-20,14,2021-4-4,1000000,NV100128,DT10256
HD9258,2022-11-17,11,2022-3-4,1000000,NV100129,DT10257
HD9259,2022-9-26,16,2021-6-9,1000000,NV100129,DT10258
HD9260,2022-9-16,15,2020-1-8,1000000,NV100130,DT10259
HD9261,2022-7-18,14,2020-2-3,1000000,NV100130,DT10260
HD9262,2022-8-18,15,2020-5-2,1000000,NV100131,DT10261
HD9263,2022-9-15,11,2020-5-21,1000000,NV100131,DT10262
HD9264,2022-10-9,12,2022-4-28,1000000,NV100132,DT10263
HD9265,2022-8-5,17,2021-5-4,1000000,NV100132,DT10264
HD9266,2022-11-5,17,2022-6-3,1000000,NV100133,DT10265
HD9267,2022-12-10,16,2019-6-15,1000000,NV100133,DT10266
HD9268,2022-12-1,19,2019-1-3,1000000,NV100134,DT10267
HD9269,2022-9-13,10,2020-5-2,1000000,NV100134,DT10268
HD9270,2022-7-24,20,2022-3-14,1000000,NV100135,DT10269
HD9271,2022-7-18,17,2022-4-12,1000000,NV100135,DT10270
HD9272,2022-7-19,20,2022-5-14,1000000,NV100136,DT10271
HD9273,2022-7-16,18,2022-6-8,1000000,NV100136,DT10272
HD9274,2022-9-6,16,2021-1-3,1000000,NV100137,DT10273
HD9275,2022-11-14,16,2021-1-15,1000000,NV100137,DT10274
HD9276,2022-11-22,20,2019-3-14,1000000,NV100138,DT10275
HD9277,2022-12-22,10,2022-3-11,1000000,NV100138,DT10276
HD9278,2022-10-2,14,2019-6-16,1000000,NV100139,DT10277
HD9279,2022-12-15,19,2020-4-1,1000000,NV100139,DT10278
HD9280,2022-11-26,11,2021-2-22,1000000,NV100140,DT10279
HD9281,2022-9-30,15,2019-2-15,1000000,NV100140,DT10280
HD9282,2022-10-20,19,2022-4-18,1000000,NV100141,DT10281
HD9283,2022-8-9,16,2021-2-20,1000000,NV100141,DT10282
HD9284,2022-11-4,12,2020-2-21,1000000,NV100142,DT10283
HD9285,2022-10-13,15,2020-1-4,1000000,NV100142,DT10284
HD9286,2022-12-2,18,2019-1-14,1000000,NV100143,DT10285
HD9287,2022-8-6,19,2021-2-17,1000000,NV100143,DT10286
HD9288,2022-11-9,14,2021-2-3,1000000,NV100144,DT10287
HD9289,2022-12-7,19,2021-5-2,1000000,NV100144,DT10288
HD9290,2022-9-27,13,2022-2-22,1000000,NV100145,DT10289
HD9291,2022-12-2,13,2020-2-22,1000000,NV100145,DT10290
HD9292,2022-11-8,19,2021-4-7,1000000,NV100146,DT10291
HD9293,2022-7-7,11,2022-3-17,1000000,NV100146,DT10292
HD9294,2022-11-19,13,2021-6-8,1000000,NV100147,DT10293
HD9295,2022-10-22,11,2022-4-18,1000000,NV100147,DT10294
HD9296,2022-7-20,13,2022-1-7,1000000,NV100148,DT10295
HD9297,2022-9-25,13,2021-3-10,1000000,NV100148,DT10296
HD9298,2022-11-26,15,2019-6-18,1000000,NV100149,DT10297
HD9299,2022-7-15,16,2020-3-7,1000000,NV100149,DT10298
HD9300,2022-11-2,19,2019-1-4,1000000,NV100150,DT10299
HD9301,2022-10-2,11,2019-6-21,1000000,NV100150,DT10300
HD9302,2022-7-17,20,2021-4-4,1000000,NV100151,DT10301
HD9303,2022-12-1,15,2019-2-20,1000000,NV100151,DT10302
HD9304,2022-9-1,13,2022-3-28,1000000,NV100152,DT10303
HD9305,2022-12-13,15,2019-2-16,1000000,NV100152,DT10304
HD9306,2022-12-25,13,2022-3-27,1000000,NV100153,DT10305
HD9307,2022-11-13,11,2020-1-25,1000000,NV100153,DT10306
HD9308,2022-11-3,11,2022-1-21,1000000,NV100154,DT10307
HD9309,2022-10-25,10,2020-5-5,1000000,NV100154,DT10308
HD9310,2022-11-17,18,2020-2-1,1000000,NV100155,DT10309
HD9311,2022-11-6,19,2019-5-2,1000000,NV100155,DT10310
HD9312,2022-7-14,16,2019-3-25,1000000,NV100156,DT10311
HD9313,2022-11-17,11,2021-5-3,1000000,NV100156,DT10312
HD9314,2022-11-19,10,2019-4-5,1000000,NV100157,DT10313
HD9315,2022-10-10,18,2020-5-15,1000000,NV100157,DT10314
HD9316,2022-8-6,18,2020-2-24,1000000,NV100158,DT10315
HD9317,2022-12-23,19,2021-6-6,1000000,NV100158,DT10316
HD9318,2022-12-6,11,2019-6-24,1000000,NV100159,DT10317
HD9319,2022-7-19,20,2022-2-1,1000000,NV100159,DT10318
HD9320,2022-10-30,13,2020-4-2,1000000,NV100160,DT10319
HD9321,2022-8-11,14,2019-5-9,1000000,NV100160,DT10320
HD9322,2022-8-15,13,2020-2-18,1000000,NV100161,DT10321
HD9323,2022-8-20,11,2022-1-11,1000000,NV100161,DT10322
HD9324,2022-12-29,17,2021-4-4,1000000,NV100162,DT10323
HD9325,2022-11-9,13,2020-4-3,1000000,NV100162,DT10324
HD9326,2022-11-19,20,2021-6-15,1000000,NV100163,DT10325
HD9327,2022-7-5,11,2022-1-6,1000000,NV100163,DT10326
HD9328,2022-7-19,18,2021-2-12,1000000,NV100164,DT10327
HD9329,2022-9-12,10,2019-1-17,1000000,NV100164,DT10328
HD9330,2022-8-1,17,2020-5-19,1000000,NV100165,DT10329
HD9331,2022-8-1,10,2020-6-15,1000000,NV100165,DT10330
HD9332,2022-7-15,18,2019-1-3,1000000,NV100166,DT10331
HD9333,2022-8-5,11,2020-1-25,1000000,NV100166,DT10332
HD9334,2022-9-5,17,2020-4-11,1000000,NV100167,DT10333
HD9335,2022-11-11,20,2022-2-17,1000000,NV100167,DT10334
HD9336,2022-12-3,15,2019-2-12,1000000,NV100168,DT10335
HD9337,2022-9-19,12,2021-2-12,1000000,NV100168,DT10336
HD9338,2022-10-27,13,2020-4-3,1000000,NV100169,DT10337
HD9339,2022-7-5,11,2020-1-11,1000000,NV100169,DT10338
HD9340,2022-10-24,17,2020-3-20,1000000,NV100170,DT10339
HD9341,2022-9-2,15,2019-2-22,1000000,NV100170,DT10340
HD9342,2022-12-21,18,2022-5-1,1000000,NV100171,DT10341
HD9343,2022-11-13,11,2020-1-16,1000000,NV100171,DT10342
HD9344,2022-7-16,11,2022-5-15,1000000,NV100172,DT10343
HD9345,2022-11-10,17,2022-3-18,1000000,NV100172,DT10344
HD9346,2022-12-17,19,2020-1-4,1000000,NV100173,DT10345
HD9347,2022-7-2,14,2022-2-18,1000000,NV100173,DT10346
HD9348,2022-11-30,10,2019-1-16,1000000,NV100174,DT10347
HD9349,2022-8-25,15,2021-4-26,1000000,NV100174,DT10348
HD9350,2022-12-24,19,2022-4-2,1000000,NV100175,DT10349
HD9351,2022-8-2,18,2022-1-3,1000000,NV100175,DT10350
HD9352,2022-12-12,11,2021-3-17,1000000,NV100176,DT10351
HD9353,2022-11-10,16,2019-4-6,1000000,NV100176,DT10352
HD9354,2022-9-21,17,2021-2-5,1000000,NV100177,DT10353
HD9355,2022-12-28,18,2022-6-11,1000000,NV100177,DT10354
HD9356,2022-7-20,10,2019-4-7,1000000,NV100178,DT10355
HD9357,2022-12-20,17,2021-6-6,1000000,NV100178,DT10356
HD9358,2022-10-13,19,2020-1-28,1000000,NV100179,DT10357
HD9359,2022-11-10,20,2021-3-28,1000000,NV100179,DT10358
HD9360,2022-8-9,15,2022-2-17,1000000,NV100180,DT10359
HD9361,2022-11-1,17,2020-5-28,1000000,NV100180,DT10360
HD9362,2022-7-25,20,2019-1-2,1000000,NV100181,DT10361
HD9363,2022-10-26,17,2021-2-17,1000000,NV100181,DT10362
HD9364,2022-9-29,12,2020-5-13,1000000,NV100182,DT10363
HD9365,2022-9-6,16,2020-3-10,1000000,NV100182,DT10364
HD9366,2022-10-19,20,2022-2-11,1000000,NV100183,DT10365
HD9367,2022-10-25,16,2020-2-6,1000000,NV100183,DT10366
HD9368,2022-12-25,10,2019-3-17,1000000,NV100184,DT10367
HD9369,2022-8-10,19,2021-5-23,1000000,NV100184,DT10368
HD9370,2022-11-24,20,2019-2-23,1000000,NV100185,DT10369
HD9371,2022-12-8,15,2022-4-3,1000000,NV100185,DT10370
HD9372,2022-9-1,17,2021-3-18,1000000,NV100186,DT10371
HD9373,2022-7-25,19,2020-4-13,1000000,NV100186,DT10372
HD9374,2022-12-22,17,2019-3-23,1000000,NV100187,DT10373
HD9375,2022-12-27,14,2022-5-13,1000000,NV100187,DT10374
HD9376,2022-7-9,10,2021-2-4,1000000,NV100188,DT10375
HD9377,2022-9-13,12,2020-3-22,1000000,NV100188,DT10376
HD9378,2022-7-29,10,2022-2-8,1000000,NV100189,DT10377
HD9379,2022-12-19,18,2020-2-17,1000000,NV100189,DT10378
HD9380,2022-7-2,12,2022-5-14,1000000,NV100190,DT10379
HD9381,2022-9-3,15,2021-5-16,1000000,NV100190,DT10380
HD9382,2022-7-2,13,2019-3-8,1000000,NV100191,DT10381
HD9383,2022-12-16,10,2022-5-9,1000000,NV100191,DT10382
HD9384,2022-11-20,13,2020-2-7,1000000,NV100192,DT10383
HD9385,2022-11-14,20,2021-5-6,1000000,NV100192,DT10384
HD9386,2022-8-2,13,2020-3-5,1000000,NV100193,DT10385
HD9387,2022-11-12,14,2019-6-5,1000000,NV100193,DT10386
HD9388,2022-11-30,14,2020-5-4,1000000,NV100194,DT10387
HD9389,2022-11-2,12,2020-4-4,1000000,NV100194,DT10388
HD9390,2022-8-29,13,2019-5-8,1000000,NV100195,DT10389
HD9391,2022-10-2,19,2021-5-23,1000000,NV100195,DT10390
HD9392,2022-8-29,18,2020-4-10,1000000,NV100196,DT10391
HD9393,2022-11-16,17,2022-6-1,1000000,NV100196,DT10392
HD9394,2022-7-30,13,2019-1-11,1000000,NV100197,DT10393
HD9395,2022-11-16,14,2022-4-7,1000000,NV100197,DT10394
HD9396,2022-10-28,20,2019-1-19,1000000,NV100198,DT10395
HD9397,2022-8-18,17,2019-1-13,1000000,NV100198,DT10396
HD9398,2022-9-7,18,2020-5-25,1000000,NV100199,DT10397
HD9399,2022-7-13,13,2019-2-6,1000000,NV100199,DT10398
HD9400,2022-7-5,10,2021-3-15,1000000,NV100200,DT10399
HD9401,2022-11-21,16,2022-3-13,1000000,NV100200,DT10400
HD9402,2022-12-17,18,2021-3-25,1000000,NV100201,DT10401
